ensembl_gene_id	mode_disorder
YCR052W	0.93804204
YCR077C	0.9846978
YML016C	0.9847734
YGR159C	0.9903048
YAR014C	0.983172
YML010W	0.98489547
YGL035C	0.9856466
YNL113W	0.9821112
YAL032C	0.9420432
YHR089C	0.9848952
YEL012W	0.97970796
YKL096W	0.9716462
YKL095W	0.9830196
YMR201C	0.9422104
YKL117W	0.98184824
YPL155C	0.9809886
YGL148W	0.9763847
YPL204W	0.98471034
YDR285W	0.98283714
YAL011W	0.9841683
YAL014C	0.9772259
YNR044W	0.98463404
YGR014W	0.98154926
YOR373W	0.98217833
YKL122C	0.97734135
YKL124W	0.98434734
YLR204W	0.97310066
YDR356W	0.9815588
YLR403W	0.9873544
YJL115W	0.9849804
YLR314C	0.98276544
YJL159W	0.9810082
YPR159W	0.9820914
YDR176W	0.9844972
YLR335W	0.9814281
YGL122C	0.9847276
YIR006C	0.984863
YGR285C	0.98011565
YGR229C	0.98441917
YMR165C	0.9842871
YDR422C	0.9804041
YNL016W	0.9844074
YJL176C	0.9843788
YOL067C	0.89684355
YEL037C	0.9849264
YEL036C	0.9847368
YER164W	0.98505205
YAR050W	0.98153365
YOR194C	0.97991896
YBL007C	0.9847745
YHR016C	0.9843847
YDL013W	0.98255163
YMR224C	0.98145914
YMR091C	0.9841846
YBR060C	0.98421097
YKL038W	0.9846047
YLL008W	0.98579407
YHR149C	0.98595285
YBR172C	0.9842816
YGL212W	0.8956348
YNR010W	0.91858697
YOR327C	0.9767305
YDR436W	0.9844145
YGR143W	0.983818
YDL051W	0.9734374
YHL027W	0.9786812
YPL124W	0.98294926
YML062C	0.9847234
YMR037C	0.9804617
YKL062W	0.9515401
YKL143W	0.96146333
YML027W	0.9834839
YGL208W	0.984045
YPR163C	0.99166113
YBL047C	0.98389685
YBL051C	0.984509
YBL054W	0.8834554
YBL058W	0.9849899
YBL061C	0.9829787
YKL185W	0.98361063
YKL101W	0.9824189
YKL099C	0.8912955
YKL108W	0.9883529
YDR099W	0.97854304
YFR019W	0.9833348
YOR329C	0.98796296
YNL197C	0.9825782
YER068W	0.9818047
YDR244W	0.9815725
YBR081C	0.9845934
YDR086C	0.80963707
YGR082W	0.840435
YMR190C	0.98186374
YDL226C	0.984716
YKL089W	0.98098254
YKL059C	0.97663903
YKL054C	0.98866725
YKL052C	0.9842252
YLR399C	0.9846078
YAR042W	0.9844233
YKL049C	0.97975886
YKR072C	0.984499
YLR332W	0.97994417
YKL204W	0.98944056
YKL195W	0.9866895
YKL172W	0.98819053
YKL088W	0.9848924
YKL082C	0.99105924
YKL074C	0.9844185
YKL042W	0.9761965
YKL041W	0.98363566
YKL028W	0.98467577
YKL002W	0.9777063
YKR020W	0.9758694
YKR023W	0.95432746
YKR028W	0.98362917
YKR058W	0.98460466
YKR081C	0.9815472
YKR083C	0.980302
YKR102W	0.98379046
YBR122C	0.9414272
YLR337C	0.99014306
YPL043W	0.98413265
YBL085W	0.98342746
YBR059C	0.98420155
YBR182C	0.95713305
YBR198C	0.98429286
YBL103C	0.9821577
YBL101C	0.9835403
YBL097W	0.9502518
YBR005W	0.97869873
YBR057C	0.97788924
YBR086C	0.986548
YBR095C	0.9501229
YBR108W	0.9956229
YBR130C	0.9830048
YBR156C	0.984187
YBR217W	0.97080827
YBR247C	0.97759587
YBR267W	0.97812974
YBR269C	0.9865368
YBR279W	0.98505557
YBR290W	0.9813838
YMR264W	0.98024946
YMR263W	0.98517716
YOR123C	0.98529106
YOR232W	0.9565843
YNL053W	0.97928524
YLR248W	0.945638
YLR079W	0.9949723
YIR011C	0.97882175
YHR082C	0.9822124
YHR102W	0.98441714
YHR006W	0.9772432
YHL024W	0.9840901
YHL023C	0.9854474
YHL002W	0.98001677
YHR012W	0.98296434
YHR036W	0.9848441
YHR058C	0.98186255
YHR061C	0.98585826
YHR080C	0.98390764
YHR081W	0.9693893
YHR088W	0.969398
YHR090C	0.9826534
YHR114W	0.97678727
YHR118C	0.9845405
YHR119W	0.984264
YHR143W	0.94386685
YHR158C	0.9824919
YHR161C	0.98493993
YHR193C	0.95289207
YHR195W	0.98394835
YHR200W	0.9836464
YHR206W	0.9832403
YHR211W	0.98157
YOR014W	0.9845997
YML074C	0.98526156
YMR260C	0.97104794
YLR055C	0.98480797
YNL004W	0.9848684
YOR198C	0.9662409
YDR083W	0.98388803
YDL195W	0.9845282
YJL165C	0.9835447
YER129W	0.979856
YDR208W	0.9836471
YPL190C	0.9848424
YDR207C	0.9853351
YNR052C	0.9823546
YLR150W	0.9982004
YGL178W	0.9516514
YOR127W	0.98103404
YJL191W	0.963994
YLR223C	0.9858726
YPR104C	0.9848523
YDL056W	0.98402184
YAR002W	0.98485005
YAL035W	0.9847971
YDR388W	0.9776107
YMR183C	0.87275517
YLR025W	0.9841684
YGR162W	0.9845248
YGL049C	0.9839525
YER125W	0.98442405
YER028C	0.9450166
YER123W	0.98165405
YER114C	0.9834762
YER018C	0.9746493
YER029C	0.9838914
YER033C	0.9874552
YER083C	0.9767171
YER088C	0.98848975
YER104W	0.98888755
YER112W	0.98388374
YER116C	0.9853925
YER118C	0.9791456
YER120W	0.98255605
YER126C	0.9739213
YER149C	0.98147154
YER159C	0.9678546
YNL206C	0.984539
YNL196C	0.98312724
YMR148W	0.8442408
YDR113C	0.9711268
YGR270W	0.9845696
YNR006W	0.98490965
YGL025C	0.98414147
YGR009C	0.9932274
YIL138C	0.9926722
YIL115C	0.98460835
YIL106W	0.98301566
YIL105C	0.98307365
YIL095W	0.9837686
YIL084C	0.9848112
YIL079C	0.9826497
YIL036W	0.9816109
YIL031W	0.99414116
YIR003W	0.99759096
YIR004W	0.98419774
YIR010W	0.97462076
YIR025W	0.9845089
YOR028C	0.97880757
YGL181W	0.9705845
YNL061W	0.9840051
YFL031W	0.90053666
YOR113W	0.9845829
YLR319C	0.98384726
YLR353W	0.9839653
YDR420W	0.98290396
YNL068C	0.98436
YNL271C	0.98479426
YGR186W	0.9847789
YGR005C	0.97038984
YDR002W	0.9834999
YNL309W	0.994864
YJL104W	0.9668204
YKL096W-A	0.824151
YFL034W	0.9825306
YFL033C	0.9831817
YFL024C	0.9760002
YFL023W	0.9830736
YFR001W	0.97842723
YFR003C	0.9948552
YFR024C-A	0.98313266
YFR046C	0.982364
YFR051C	0.98117363
YPR129W	0.98505247
YOR340C	0.97569716
YDR310C	0.9841993
YNL039W	0.9848404
YGL175C	0.8437256
YGL174W	0.9466512
YJL184W	0.9801961
YJL177W	0.861994
YJL158C	0.9277594
YJL148W	0.9836438
YJL084C	0.98457825
YJL079C	0.96934855
YJL078C	0.9825287
YJL076W	0.9848657
YJL020C	0.98462063
YJR002W	0.9831914
YJR043C	0.9845581
YJR053W	0.9679569
YJR059W	0.9841366
YJR082C	0.91602504
YJR089W	0.98374975
YJR092W	0.982051
YJR125C	0.9827087
YGR072W	0.9840282
YPL085W	0.9867851
YMR276W	0.9875072
YNL298W	0.98468864
YNL293W	0.9809688
YDR508C	0.9812226
YHR039C-A	0.89961326
YGR119C	0.9766067
YPR124W	0.9831805
YDR192C	0.9458891
YMR005W	0.9845817
YMR273C	0.9851784
YOL148C	0.984332
YNL097C	0.9847107
YDR500C	0.80701435
YLR371W	0.9816135
YDR328C	0.98420656
YER087C-B	0.87178314
YER019C-A	0.9310202
YGL209W	0.98175895
YGL244W	0.98450816
YGL153W	0.98043454
YGL150C	0.9845355
YGL113W	0.97995627
YGL098W	0.8741421
YGL093W	0.9841199
YGL066W	0.98630345
YGL061C	0.9812721
YGL023C	0.9830122
YGL003C	0.9810797
YGR002C	0.9557601
YGR013W	0.983542
YGR038W	0.95940804
YGR058W	0.98336256
YGR081C	0.8765756
YGR086C	0.9846615
YGR103W	0.98480797
YGR113W	0.9790367
YGR129W	0.98418725
YGR136W	0.98514307
YGR142W	0.98412716
YGR178C	0.982057
YGR179C	0.9794126
YGR189C	0.9831072
YGR241C	0.99033916
YGR251W	0.9658991
YGR275W	0.97112644
YGR280C	0.98811233
YOR259C	0.98460793
YNL118C	0.98414564
YPL127C	0.9732522
YNR049C	0.9908705
YNL251C	0.9839563
YNR023W	0.9778984
YOL115W	0.9803181
YNR024W	0.9881841
YNR047W	0.98420787
YNR051C	0.98456645
YNR054C	0.98017925
YLR323C	0.9715779
YNL283C	0.98491645
YNL263C	0.97488624
YNL232W	0.97659546
YNL224C	0.9800714
YNL190W	0.9844622
YNL186W	0.9851264
YNL180C	0.9848263
YNL166C	0.98247623
YNL161W	0.9840713
YNL159C	0.97818565
YNL157W	0.9647528
YNL152W	0.9845092
YNL147W	0.9160223
YNL136W	0.98495495
YNL124W	0.9848787
YNL116W	0.9829996
YNL110C	0.9841372
YNL091W	0.9917296
YNL078W	0.9140408
YNL054W	0.98427165
YNL027W	0.9803896
YMR039C	0.9877605
YML052W	0.9636265
YMR070W	0.98309016
YML109W	0.94825304
YOR008C	0.98216784
YKR035W-A	0.84771264
YLR191W	0.9839357
YPR133W-A	0.8086342
YDR028C	0.98551714
YIL061C	0.9839747
YJL095W	0.9829105
YBR215W	0.98542523
YER151C	0.9848282
YDR432W	0.98506784
YDR077W	0.98535764
YLR026C	0.9836103
YNL199C	0.984293
YIL022W	0.9417242
YOR233W	0.984467
YNL167C	0.9824199
YGL172W	0.98026127
YKR007W	0.98375106
YKR095W	0.98480606
YPL128C	0.97938883
YKL068W	0.9225627
YMR047C	0.98301005
YDR088C	0.9931159
YOR018W	0.98225975
YPL101W	0.98093855
YPL141C	0.97826874
YPL049C	0.9868469
YKL164C	0.97068846
YKL163W	0.9797518
YMR172W	0.98527527
YDR468C	0.9828042
YDR480W	0.9769759
YDR485C	0.98495984
YDR490C	0.9784984
YML041C	0.9458431
YDL002C	0.97717917
YDL020C	0.9489945
YHL007C	0.984234
YMR213W	0.9894991
YMR216C	0.97827166
YML030W	0.952608
YDR145W	0.9853029
YDR152W	0.96350324
YDR153C	0.98330325
YMR153W	0.98071873
YMR159C	0.80948335
YMR164C	0.9850935
YDR096W	0.9781618
YDR130C	0.9278847
YDR200C	0.98559976
YDR201W	0.9393972
YKL139W	0.9839875
YDR174W	0.98287565
YDR429C	0.9096787
YDR439W	0.9825214
YDR446W	0.97399384
YDR409W	0.9847765
YMR077C	0.9743309
YMR192W	0.9821849
YMR028W	0.9788537
YMR111C	0.9846039
YML093W	0.992736
YDR121W	0.9833038
YMR048W	0.8857655
YER027C	0.98349166
YMR068W	0.9793321
YMR255W	0.9890685
YDR233C	0.93762517
YML058W	0.92481107
YMR227C	0.9856206
YMR032W	0.9838983
YOL155C	0.9849429
YDL088C	0.9850811
YDR266C	0.9790307
YLR192C	0.98267376
YLR194C	0.968294
YLR206W	0.98436666
YLR298C	0.8271285
YLR228C	0.94842887
YPR112C	0.9827443
YLR336C	0.9834305
YLR350W	0.9720972
YLR455W	0.98289865
YLR449W	0.9851171
YLR181C	0.98289573
YLR183C	0.96825725
YLR190W	0.9573419
YDR359C	0.9842577
YDR363W	0.9830441
YDR365C	0.9840733
YLR429W	0.98481977
YPR154W	0.98240745
YLR357W	0.98340464
YPR133C	0.9849911
YPR171W	0.98954815
YPR185W	0.9848382
YDR299W	0.9847218
YDR309C	0.925805
YDR320C	0.9802263
YDR326C	0.9823097
YLR309C	0.9787382
YPR075C	0.9681251
YPR091C	0.9841205
YPR095C	0.9829128
YLR006C	0.9781216
YDL065C	0.9568924
YDL070W	0.969273
YDL113C	0.982316
YDL115C	0.83156824
YDL222C	0.97866774
YDL225W	0.9812763
YLL010C	0.98477775
YLL013C	0.9845445
YLR002C	0.9842708
YOL041C	0.9825475
YOL070C	0.98120546
YOL078W	0.9810764
YOL109W	0.9892905
YOL135C	0.8734237
YOL138C	0.9533708
YOR042W	0.9937017
YOR054C	0.98498535
YOR056C	0.984334
YOR070C	0.9824114
YOR073W	0.98355097
YOR078W	0.9895942
YOR195W	0.983426
YOR197W	0.9846755
YOR239W	0.9845896
YOR294W	0.94092107
YOR359W	0.98113805
YOR372C	0.98151755
YPL178W	0.9557009
YPL180W	0.98597693
YPL181W	0.9853724
YPL192C	0.95051205
YPL217C	0.98429227
YDR167W	0.9729229
YDR253C	0.9572652
YPL146C	0.9867897
YPL166W	0.9431992
YOR006C	0.98413837
YLR135W	0.9720137
YDL025C	0.98326325
YLR330W	0.98486245
YOR007C	0.9833161
YDL005C	0.9843132
YDL153C	0.98403096
YDL149W	0.9830816
YDR213W	0.98338693
YDL003W	0.9808469
YDR381W	0.99171156
YDR060W	0.98435557
YLR116W	0.9849577
YDL099W	0.99340427
YOR119C	0.9835179
YOR156C	0.9804537
YPL089C	0.98410726
YPL004C	0.98165846
YOL100W	0.98348993
YOR106W	0.97678196
YOR273C	0.9826725
YDR507C	0.95283663
YLR086W	0.9810215
YLL009C	0.92015254
YPL011C	0.97853774
YDL139C	0.96672165
YOR004W	0.9838622
YPL249C	0.9847884
YLR295C	0.9765617
YPL255W	0.96997553
YLL022C	0.9845928
YDR260C	0.95868146
YDL031W	0.97728825
YOR083W	0.9987011
YPR023C	0.9823377
YDL204W	0.98342466
YLR018C	0.9436585
YOR181W	0.9849194
YDL175C	0.9814377
YOR287C	0.98945796
YDR017C	0.97901183
YPR018W	0.9865211
YOR322C	0.98450756
YDL110C	0.93633485
YPR072W	0.9829551
YDL161W	0.9827552
YPL009C	0.98552996
YGR169C-A	0.9985732
YOR069W	0.9813882
YDL148C	0.98349905
YOR145C	0.9809889
YLR138W	0.9848188
YPL158C	0.98629117
YOR163W	0.81612027
YOL123W	0.9856273
YHR132W-A	0.9723722
YLR437C	0.9767145
YEL039C	0.83403146
YDL181W	0.95389485
YFR032C-A	0.8888252
YAL039C	0.97932553
YOR182C	0.9624107
YLR287C-A	0.9624107
YOR182C	0.9624107
YLR287C-A	0.9624107
YDL184C	0.9170537
YDL133C-A	0.9170537
YDL184C	0.9170537
YDL133C-A	0.9170537
YNL188W	0.9484751
YJL129C	0.98456204
YBL021C	0.9734639
YML113W	0.99480337
YJL151C	0.97822475
YGR008C	0.98629946
YDR389W	0.9835506
YIR023W	0.98455
YKR099W	0.9850644
YER103W	0.97820663
YDR143C	0.98617494000000006
YHR014W	0.88335174
YMR036C	0.98242825
YGR148C	0.9763731
YGL014W	0.98420024
YCL028W	0.9944835
YCL014W	0.9828633
YCL037C	0.98503816
YDR123C	0.9832821
YBR278W	0.98306215
YKR050W	0.9824133
YML105C	0.967924
YGL254W	0.8340641
YBR212W	0.9808337
YMR133W	0.9798423
YER167W	0.97349346
YKL032C	0.987022
YOR010C	0.98279786
YNL076W	0.98340106
YKL179C	0.9779598
YKL175W	0.96938396
YKL065C	0.9688734
YKL198C	0.9826827
YKL168C	0.988312
YKL214C	0.9854337
YKL207W	0.9332886
YKL160W	0.9834738
YKL043W	0.93792
YKR013W	0.9838622
YKR019C	0.98287076
YKR025W	0.9835518
YKR090W	0.98350483
YKR091W	0.9785658
YKR100C	0.9490683
YMR294W	0.9372549
YBR014C	0.90596735
YBL090W	0.8349098
YBL046W	0.98502177
YBL031W	0.9248195
YBR152W	0.98873925
YBR173C	0.9676837
YBR214W	0.98007846
YBR231C	0.9881372
YBR273C	0.98259187
YER122C	0.978136
YHR178W	0.9832507
YHL009C	0.97611487
YHR040W	0.97897947
YHR066W	0.9817748
YHR116W	0.9847115
YHR146W	0.98462844
YHR184W	0.9821812
YDR464W	0.9848423
YML129C	0.86878693
YAR028W	0.9118663
YAL063C	0.982529
YAL059W	0.919918
YAL028W	0.9807038
YGR156W	0.97980106
YER002W	0.984022
YER030W	0.99924207
YER032W	0.9839943
YER035W	0.9881352
YER059W	0.98252714
YER063W	0.99312484
YER127W	0.9836393
YNL215W	0.99069595
YNL194C	0.97704226
YMR142C	0.93402827
YIL107C	0.98046994
YIL169C	0.9834715
YIL122W	0.9837275
YIL112W	0.9842735
YIL063C	0.9847722
YIL011W	0.98448646
YIR018W	0.9760488
YIR033W	0.9772763
YJL098W	0.9810113
YPL177C	0.96156746
YMR311C	0.9926478
YDR005C	0.982116
YNL308C	0.9873714
YJL110C	0.95184374
YDL105W	0.98195857
YFL054C	0.98133206
YFL050C	0.9500394
YFL042C	0.9822787
YFL021W	0.983485
YFL013C	0.9844343
YFL010C	0.9911249
YJL042W	0.98446393
YJR093C	0.98451775
YPL239W	0.9560803
YJL122W	0.9268765
YJL083W	0.986762
YJR091C	0.98165
YJR151C	0.9847882
YGR145W	0.98441756
YGR097W	0.980904
YLR176C	0.98339474
YML017W	0.9846685
YDR505C	0.98419607
YLR457C	0.94369924
YGL222C	0.99321616
YGL197W	0.98363817
YGL079W	0.93463326
YGL053W	0.8915236
YGL029W	0.978343
YGR023W	0.88872504
YGR041W	0.9844714
YGR138C	0.98187804
YGR245C	0.98286223
YNL278W	0.9847591
YNL233W	0.9825174
YNL230C	0.9829708
YNL227C	0.98155546
YNL149C	0.9382491
YNL080C	0.9778556
YNL059C	0.9642823
YKR010C	0.9842596
YOR358W	0.9854121
YOR148C	0.926173
YMR240C	0.98007953
YPL064C	0.97559303
YPL055C	0.98566467
YPL070W	0.973961
YLR141W	0.97746444
YPL137C	0.98349863
YPL032C	0.9842434
YMR171C	0.94164604
YDR458C	0.984537
YDR466W	0.98463273
YDR469W	0.97790504
YDR473C	0.9687579
YDR479C	0.97914696
YDR482C	0.99276470000000006
YDR494W	0.98492837
YDR003W	0.9777452
YMR219W	0.98552823
YML034W	0.98425657
YML117W	0.98321897
YML114C	0.9808008
YDR163W	0.9928843
YDR259C	0.9829036
YDR014W-A	0.9745254
YDR412W	0.95838296
YMR044W	0.9846648
YMR086W	0.9975834
YMR014W	0.984787
YDR534C	0.98299897
YMR114C	0.9834757
YDR223W	0.9452306
YDR229W	0.98466456
YMR030W	0.9742086
YMR031C	0.9822097
YDR348C	0.99803084
YDR289C	0.9845716
YDR273W	0.9805171
YLR221C	0.9800204
YLR324W	0.9819956
YLR187W	0.9836179
YDR379W	0.9828463
YLR427W	0.9845454
YPR156C	0.98144054
YPR143W	0.98611486
YLR435W	0.96535087
YDR330W	0.98363817
YLR387C	0.9746897
YDL213C	0.98787606
YLR019W	0.98476446
YOL073C	0.9794264
YOL130W	0.9834304
YOL144W	0.98460174
YOR066W	0.9884001
YOR189W	0.98897314
YOR267C	0.984747
YOR382W	0.96826303
YOR091W	0.98129284
YOR223W	0.9747917
YDR515W	0.9829749
YLR051C	0.8964546
YPL230W	0.9881239
YPL150W	0.9434519
YDR312W	0.98271585
YOL054W	0.98405814
YDR162C	0.9413811
YOR279C	0.98246133
YPR040W	0.9737743
YOL105C	0.98348254
YOR009W	0.9834894
YOR216C	0.9826784
YOL060C	0.9835901
YDR171W	0.98436904
YOR032C	0.97563183
YOR110W	0.97820693
YOR308C	0.9813169
YDR169C	0.984787
YOR023C	0.98089886
YDR411C	0.9821274
YPR008W	0.9837391
YJR005C-A	0.9951514
YOR324C	0.9750569
YLR065C	0.9812456
YOR304C-A	0.950756
YCR018C	0.98051697
YIL136W	0.9897095
YHR152W	0.94484866
YOR188W	0.9842527
YNL314W	0.9790256
YIL119C	0.94123346
YCL051W	0.9427415
YCR016W	0.9740884
YCR021C	0.976941
YCR076C	0.9831078
YIL154C	0.9845576
YDL197C	0.96440744
YKR092C	0.9896713
YER132C	0.9828397
YDL167C	0.9828247
YDR085C	0.8268951
YBL066C	0.9773312
YKL105C	0.98858774
YMR179W	0.97807735
YKL064W	0.9828693
YKR077W	0.85259515
YDR251W	0.9838443
YBR054W	0.9782476
YBR016W	0.9931022
YBR045C	0.91231596
YBR194W	0.9850811
YBR255W	0.98443866
YHL028W	0.98358685
YHL008C	0.97638893
YHR087W	0.8178159
YHR097C	0.9932518
YHR103W	0.982237
YHR156C	0.9818017
YHR159W	0.99254805
YMR124W	0.98840743
YER047C	0.98471606
YEL007W	0.9803153
YER054C	0.9796457
YER158C	0.98365307
YIL045W	0.9741913
YMR140W	0.9782696
YMR144W	0.98111033
YDR006C	0.98432964
YGR268C	0.9845766
YPL074W	0.9827377
YIL135C	0.98881817
YIL093C	0.89366937
YIL019W	0.99287033
YIR001C	0.98323095
YOR355W	0.98261654
YFR016C	0.98925686
YFR017C	0.9885764
YFR032C	0.9827031
YFR048W	0.9835173
YGL170C	0.9814025
YJL146W	0.9810694
YJL162C	0.98474634
YJL123C	0.98543435
YJL051W	0.94298184
YJR134C	0.96558094
YMR161W	0.9662794
YGR249W	0.98158145
YGL108C	0.99693066
YGL096W	0.9806402
YGL082W	0.9837359
YGL056C	0.9856461
YGR130C	0.9861796
YGR161C	0.9817016
YMR016C	0.9847967
YNR039C	0.9811995
YNL245C	0.97793007
YNL176C	0.9805926
YNL175C	0.9812838
YNL173C	0.9845825
YNL164C	0.9761871
YNL133C	0.9723506
YNL042W	0.9841393
YMR182C	0.81079245
YKL087C	0.9779712
YPL105C	0.9847889
YDR210W	0.8486478
YMR269W	0.99152017
YMR002W	0.981966
YMR123W	0.98747945
YDR186C	0.98285174
YML101C	0.9736272
YML006C	0.98236644
YDR528W	0.95134145
YDR119W	0.98017985
YDL189W	0.9837337
YLR281C	0.98074114
YLR375W	0.9739721
YLR390W	0.9707304
YPR115W	0.9764466
YLR327C	0.9781178
YPR174C	0.977268
YPR083W	0.964273
YDL048C	0.9614867
YDL053C	0.988618
YDL123W	0.9806069
YDL223C	0.9984578
YDL224C	0.90937746
YDL233W	0.97738636
YLL038C	0.97201645
YOL019W	0.984069
YOL028C	0.9856398
YOR052C	0.9386401
YOR383C	0.9758462
YPL186C	0.98644364
YPL193W	0.9216567
YOR104W	0.9845964
YOR134W	0.97138816
YPR022C	0.98372865
YLR068W	0.99095905
YOR227W	0.98340297
YDL012C	0.991821
YLR114C	0.98497665
YDL173W	0.97156906
YDL082W	0.9342618
YCL058W-A	0.9571434
YLR262C-A	0.9679515
YOR020W-A	0.8782865
YDR034W-B	0.8878372
YLR154W-C	0.88974917
YOR030W	0.98198175
YOR092W	0.9827932
YPL159C	0.89134955
YAL065C	0.96772695
YKL093W	0.96688724
YCR051W	0.9805312
YAL034C	0.94120824
YNL074C	0.93867147
YMR081C	0.9241462
YEL043W	0.9818296
YEL033W	0.95735955
YDR277C	0.9792398
YKL050C	0.9829552
YKL075C	0.89603376
YKL023W	0.98965824
YKR041W	0.9697825
YKR045C	0.99130225
YCR087C-A	0.86382264
YBL086C	0.98344874
YBL043W	0.80309725
YBL028C	0.9361084
YBR007C	0.98178124
YBR062C	0.96544504
YBR071W	0.9770751
YBR138C	0.9149388
YBR157C	0.92973316
YBR197C	0.99236536
YBR270C	0.98246694
YBR162W-A	0.8089151
YHL013C	0.98176444
YHR127W	0.97804534
YHR131C	0.98374605
YHR177W	0.9736375
YER048C	0.9795886
YER034W	0.98777854
YER079W	0.9722558
YER084W	0.9600034
YNL208W	0.99912035
YMR136W	0.9781215
YIL161W	0.98460793
YIL127C	0.9756189
YIL117C	0.9797362
YIL077C	0.98183656
YOR077W	0.96984446
YJL107C	0.9835447
YFL067W	0.98473716
YGR196C	0.9873097
YJL144W	0.92675614
YJR012C	0.9844286
YJR056C	0.9750978
YJR083C	0.9887461
YMR175W	0.99506295
YGL242C	0.9715826
YGR017W	0.9753121
YNR061C	0.92618406
YNL058C	0.93475133
YDR068W	0.9814364
YPL014W	0.9236117
YER058W	0.9789564
YPL108W	0.9740951
YDR475C	0.98376584
YMR295C	0.9427744
YDR239C	0.9817655
YMR107W	0.9899912
YMR074C	0.9554283
YLR219W	0.9902624
YLR278C	0.983687
YLR407W	0.9599258
YLR257W	0.99285716
YLR271W	0.9847941
YLR326W	0.9827796
YPR148C	0.9846832
YDL129W	0.9828019
YDL218W	0.98574185
YOL007C	0.96566916
YOL036W	0.98340344
YOR183W	0.85963356
YPL199C	0.9619293
YPL223C	0.9981711
YPL263C	0.9810636
YOR220W	0.96319866
YDL039C	0.9834616
YDR070C	0.98130405
YLR363W-A	0.9503066
YER180C-A	0.96944535
YDL085C-A	0.99526775
YBL113C	0.9844823
YBR126W-A	0.86239433
YOR338W	0.96689683
YLR331C	0.8940542
YCL042W	0.961672
YDL169C	0.9760411
YKL063C	0.92369485
YBL081W	0.97930557
YBL029W	0.951736
YBR225W	0.979989
YHR219W	0.9845854
YER121W	0.87349254
YNL195C	0.9926964
YIL152W	0.98287594
YIL055C	0.9832903
YIR016W	0.9740716
YDL186W	0.91159797
YGR237C	0.98348415
