ensembl_gene_id	mode_disorder
YPR047W	0.12702626
YKL184W	0.12318373
YDR523C	0.12816963
YJL208C	0.12593421
YOR151C	0.124375686
YJL167W	0.13177887
YJL166W	0.2691263
YJR010W	0.12304318
YHR005C	0.13131642
YDR127W	0.12854819
YLR451W	0.9824796
YIR019C	0.98493207
YJL005W	0.13139312
YCR005C	0.12865281
YHR023W	0.13101041
YOR260W	0.107136175
YPL237W	0.13225895
YJL194W	0.13812754
YLR377C	0.13303405
YEL060C	0.13174139
YBR084W	0.13533658
YPL016W	0.9842664
YGL203C	0.13331115
YFL018C	0.11909186
YML085C	0.13113451
YML124C	0.1299274
YKL022C	0.126603
YJL087C	0.13448815
YJL026W	0.13959816
YDR232W	0.13723117
YLR182W	0.95441806
YLR333C	0.16765827
YKR057W	0.30808097
YPR102C	0.71526086
YLR264W	0.8186696
YPR170W-B	0.5313335
YPR192W	0.13889703
YLR256W	0.98349625
YLL039C	0.3722475
YKR094C	0.26334184
YIL148W	0.26334184
YKR094C	0.26334184
YIL148W	0.26334184
YJR045C	0.979419
YNL015W	0.21296903
YJR094W-A	0.13793859
YPR043W	0.13793859
YJR094W-A	0.13793859
YPR043W	0.13793859
YNL162W	0.44139236
YHR141C	0.44139236
YNL162W	0.44139236
YHR141C	0.44139236
YGR118W	0.1301254
YPR132W	0.1301254
YGR118W	0.1301254
YPR132W	0.1301254
YER074W	0.3170302
YIL069C	0.3170302
YER074W	0.3170302
YIL069C	0.3170302
YJR145C	0.120841384
YHR203C	0.120841384
YJR145C	0.120841384
YHR203C	0.120841384
YPL090C	0.21288519
YBR181C	0.21288519
YPL090C	0.21288519
YBR181C	0.21288519
YBL072C	0.4600911
YER102W	0.4600911
YBL072C	0.4600911
YER102W	0.4600911
YBL087C	0.24546845
YER117W	0.24546845
YBL087C	0.24546845
YER117W	0.24546845
YPL220W	0.13377038
YGL135W	0.13377038
YPL220W	0.13377038
YGL135W	0.13377038
YFR031C-A	0.9317293
YIL018W	0.9317293
YFR031C-A	0.9317293
YIL018W	0.9317293
YDR025W	0.106983215
YBR048W	0.106983215
YDR025W	0.106983215
YBR048W	0.106983215
YOL120C	0.12934689
YNL301C	0.12934689
YOL120C	0.12934689
YNL301C	0.12934689
YDL083C	0.13258654
YMR143W	0.13258654
YEL054C	0.4941594
YDR418W	0.4941594
YEL054C	0.4941594
YDR418W	0.4941594
YML026C	0.123087704
YDR450W	0.123087704
YML026C	0.123087704
YDR450W	0.123087704
YLR158C	0.13844651
YLR155C	0.13844651
YLR157C	0.13844651
YLR160C	0.13844651
YLR158C	0.13844651
YLR155C	0.13844651
YLR157C	0.13844651
YLR160C	0.13844651
YLR158C	0.13844651
YLR155C	0.13844651
YLR157C	0.13844651
YLR160C	0.13844651
YHR055C	0.1189318
YHR053C	0.1189318
YHR055C	0.1189318
YHR053C	0.1189318
YBL027W	0.9365089
YBR084C-A	0.9365089
YBL027W	0.9365089
YBR084C-A	0.9365089
YDL191W	0.14024112
YDL136W	0.14024112
YDL191W	0.14024112
YDL136W	0.14024112
YCR040W	0.12712522
YCL066W	0.12712522
YCR039C	0.17918423
YCL067C	0.17918423
YLR158C	0.13844651
YLR155C	0.13844651
YLR157C	0.13844651
YLR160C	0.13844651
YHL034C	0.97811097
YKR059W	0.13429326
YJL138C	0.13429326
YGL256W	0.13509004
YMR256C	0.32881337
YIR008C	0.13081688
YLR163C	0.14508107
YAL005C	0.1141115
YLL024C	0.12349126
YHR007C	0.15077125
YDL130W	0.12137017
YLR180W	0.11750263
YBR031W	0.121724755
YER020W	0.9843602
YCR066W	0.9837944
YER011W	0.9842784
YDL194W	0.98205423
YGL073W	0.9836589
YAL025C	0.9846755
YOR341W	0.119893596
YDR170C	0.13175094
YDL192W	0.13992712
YGL062W	0.12761113
YLR382C	0.13144824
YDR044W	0.12605959
YNL241C	0.13929711
YAL041W	0.12416723
YDL229W	0.18882327
YDR481C	0.13737994
YPR052C	0.9712454
YBR089C-A	0.98640466
YNR026C	0.1294274
YCL029C	0.98332
YCL027W	0.276124
YMR235C	0.14400125
YMR043W	0.98593605
YML098W	0.9841358
YHR205W	0.14902979
YHR024C	0.13274316
YNL216W	0.9837388
YLR452C	0.12450502
YDR227W	0.9838042
YJL153C	0.12810826
YGL013C	0.15388148
YBR143C	0.12116614
YOR043W	0.13311273
YIL015W	0.11874069
YML075C	0.11264814
YLR450W	0.12953146
YKL126W	0.1292952
YOR346W	0.12793854
YNL071W	0.13914129
YBR196C	0.114788935
YNL250W	0.1306333
YGR083C	0.13047738
YKL209C	0.13859004
YMR231W	0.118720934
YGL115W	0.1332335
YDL040C	0.11568831
YJL092W	0.12538289
YOR276W	0.98177963
YLR234W	0.11983706
YNL238W	0.13964245
YDR122W	0.9842727
YLR096W	0.9835608
YGR202C	0.9832183
YAL040C	0.16813214
YNL102W	0.1268884
YER148W	0.1290263
YFL036W	0.13821104
YIL034C	0.1296882
YHR084W	0.98264635
YGL167C	0.15130119
YDR040C	0.13417956
YDR158W	0.11912089
YBR195C	0.13357256
YGR152C	0.98378754
YPR183W	0.15223923
YKL109W	0.98216325
YOR120W	0.1334854
YGL030W	0.12250297
YOR063W	0.13665688
YKL112W	0.9847417
YBR038W	0.14101076
YNL082W	0.11775263
YPL167C	0.12797274
YLR263W	0.13705857
YLR178C	0.22298074
YKL060C	0.15386415
YJL141C	0.9841349
YGR040W	0.12792748
YDR054C	0.98058826
YHR083W	0.21980768
YFR036W	0.9649066
YER162C	0.1272948
YDR217C	0.9816258
YKR026C	0.12020446
YKL104C	0.13615534
YLR195C	0.12114802
YML057W	0.13978255
YLL015W	0.12628326
YDR155C	0.1520431
YKL103C	0.14532644
YOR254C	0.14013228
YMR228W	0.12427946
YBR112C	0.985008
YLR354C	0.13808554
YMR186W	0.14186043
YDR037W	0.12611796
YDR256C	0.11894625
YML035C	0.13312815
YPR181C	0.13659704
YGL166W	0.8996957
YIR022W	0.1546408
YDR194C	0.13177663
YDL102W	0.12219951
YDR283C	0.123474866
YDR454C	0.14606974
YPL117C	0.119447425
YDR120C	0.13393062
YLR060W	0.12061663
YFL022C	0.14697489
YDL014W	0.98552704
YKL024C	0.11910221
YGR282C	0.13280948
YOR027W	0.98446536
YBR082C	0.103615776
YDR059C	0.12612400000000001
YIL035C	0.14788634
YOR330C	0.12846264
YBR213W	0.1377979
YBR088C	0.12346845
YCR088W	0.9848704
YKR086W	0.12385775
YBR072W	0.47731936
YBR127C	0.13691312
YIL021W	0.13156977
YER178W	0.14533255
YGR193C	0.13436142
YLR134W	0.12274355
YJL034W	0.13802902
YLR249W	0.13635802
YHR166C	0.13542518
YCL050C	0.10810833
YHR042W	0.12041731
YOR176W	0.12946309
YCR084C	0.9842341
YLR105C	0.13730946
YBR110W	0.1352939
YDR137W	0.14098349
YGR240C	0.12870157
YMR205C	0.13056973
YBL016W	0.12759334
YER056C	0.14128911
YNL272C	0.98416305
YHL033C	0.15721884
YJR060W	0.9878575
YPR141C	0.1315022
YPL031C	0.13287567
YLR233C	0.12685129
YDL185W	0.13362712
YNL322C	0.9767463
YGR233C	0.13526648
YKL085W	0.24237618
YNL079C	0.97736466
YNL138W	0.113663465
YDR138W	0.13151486
YGR019W	0.12105486
YDR513W	0.13213532
YCL040W	0.13210976
YPR189W	0.12612192
YNL151C	0.9748912
YGR167W	0.9812396
YNL130C	0.15332516
YCL043C	0.13665968
YBR085W	0.12009257
YBL030C	0.12882124
YAL010C	0.12813206
YAL009W	0.177291
YBR083W	0.14059281
YBR289W	0.9852102
YER040W	0.9828962
YHR128W	0.12797597
YBR080C	0.12193589
YOR212W	0.13377528
YJR086W	0.12966028
YHL025W	0.9750345
YGL155W	0.13645644
YMR173W	0.9852438
YMR104C	0.14114037
YLR229C	0.12936953
YPL231W	0.12071352
YKR039W	0.14848675
YDL137W	0.11914976
YJR047C	0.21982008
YDR148C	0.9850217
YLR071C	0.12225301
YDR502C	0.120692864
YLR304C	0.13773915
YOR061W	0.11814563
YOR326W	0.13570438
YPL133C	0.1250637
YPL036W	0.14197603
YJL085W	0.12658261
YOL051W	0.98402154
YGL077C	0.18032236
YGR184C	0.14759955
YML007W	0.98492783
YLR259C	0.1335505
YFR049W	0.12623444
YIL072W	0.13855827
YOL001W	0.14936906
YPR178W	0.109915614
YNL135C	0.13445155
YNR011C	0.13139069
YMR243C	0.133654
YPR176C	0.11767383
YOR140W	0.98254025
YPR088C	0.98480356
YJL140W	0.12122249
YBR154C	0.12456292
YPR187W	0.9747683
YOR224C	0.15906464
YGL078C	0.12952039
YJL033W	0.13817425
YOR046C	0.12749383
YKL045W	0.122936785
YJR007W	0.13446938
YLR133W	0.1312601
YBR135W	0.1319999
YDL047W	0.122475624
YPL218W	0.12011879
YOR098C	0.98897886
YLR396C	0.12513945
YJR004C	0.1336441
YIL125W	0.1287722
YGL055W	0.21228118
YOL052C	0.12903732
YJR094C	0.10882222
YLR131C	0.97915924
YOR362C	0.12450564
YGL011C	0.13087317
YJL157C	0.13508335
YER168C	0.1300449
YBR237W	0.12943347
YJR049C	0.13455154
YJR050W	0.33455485
YJR051W	0.1194606
YER070W	0.13655934
YBR049C	0.98469245
YPL215W	0.13511683
YKR001C	0.14273626
YPL172C	0.13614419
YJR021C	0.98220587
YIL066C	0.13560897
YKR101W	0.1306817
YDR177W	0.23352525
YLL041C	0.11991912
YPL094C	0.2679752
YIR031C	0.13021114
YGL097W	0.129495
YNL262W	0.13549523
YDL066W	0.12426447
YHL020C	0.9805751
YNL307C	0.12699768
YDL090C	0.1142565
YOR290C	0.9845753
YDR530C	0.12740478
YOL126C	0.123269826
YER142C	0.12838249
YGL206C	0.1441167
YPR010C	0.12323572000000001
YOR210W	0.1624788
YHR123W	0.15237875
YER012W	0.123041265
YMR307W	0.10765776
YGL173C	0.12857832
YOL116W	0.9850429
YGL071W	0.9242389
YOR332W	0.21509677
YGR092W	0.14223455
YNL183C	0.98224044
YDR189W	0.11528623
YLR268W	0.201988
YPL153C	0.13588002
YLR043C	0.12431675
YBR097W	0.12208581
YGL233W	0.12679699
YOR207C	0.12367284
YGR183C	0.41710585
YAR007C	0.1514202
YKL210W	0.12796648
YPL008W	0.11901261
YOL016C	0.13020974
YLR240W	0.14624819
YOL004W	0.9839029
YJR017C	0.9610591
YOL058W	0.13078071
YGR209C	0.11437233
YIL004C	0.90320086
YGL156W	0.12619129
YKL114C	0.13265096
YFL014W	0.99599504
YHL022C	0.13608584
YLL021W	0.98446625
YNL229C	0.10815774
YPR074C	0.13275431
YCR042C	0.12802947
YLR433C	0.1337108
YHR135C	0.98449373
YNL154C	0.98464024000000006
YPR161C	0.9846276
YEL034W	0.29544407
YFR015C	0.12791216
YDR243C	0.13522251
YNL240C	0.119153425
YLR027C	0.12699825
YLR362W	0.13306992
YMR011W	0.1486662
YDL134C	0.12338999
YDL188C	0.12500182
YGR116W	0.1278007
YGR135W	0.12922503
YML092C	0.13038294
YML115C	0.16253462
YDR495C	0.13196142
YMR203W	0.13926074
YBL041W	0.13503012
YLR300W	0.12512381
YLL043W	0.9848809
YHR026W	0.15334573
YKL197C	0.11603382
YDR293C	0.9843978
YEL032W	0.98333883
YMR079W	0.12668812
YKL149C	0.13029867
YER013W	0.13124005
YPR175W	0.13364904
YBL105C	0.13576058
YNL112W	0.98041636
YPL119C	0.98232484
YDR423C	0.107953146
YJR090C	0.13659629
YNL289W	0.14174229
YGR108W	0.12351869
YPR119W	0.9790221
YDL155W	0.14667803
YDL122W	0.9843556
YPR065W	0.9616444
YOR157C	0.117839515
YDL230W	0.12298378
YMR296C	0.12084597
YBL093C	0.982342
YML008C	0.13171944
YKR048C	0.9808179
YNL007C	0.985016
YKL190W	0.12462883
YML123C	0.12112129
YMR061W	0.1192725
YGL044C	0.14796278
YCR038C	0.12943533
YDR004W	0.122621745
YER111C	0.9811878
YMR214W	0.9701223
YCR008W	0.9801754
YCR092C	0.12833959
YGL012W	0.15397486
YCR091W	0.9783538
YCR002C	0.13536535
YCR009C	0.1390434
YCL032W	0.9822034
YCR098C	0.1427609
YCR003W	0.24181464
YCR004C	0.15092638
YCR026C	0.1347262
YCR033W	0.9843237
YCR034W	0.16899869
YCR035C	0.14064443
YCR065W	0.9747328
YCL031C	0.120634645
YCL034W	0.12925453
YCL035C	0.11257693
YCL017C	0.12428955
YCL057W	0.124494135
YCL025C	0.1261854
YCR105W	0.11769116
YCR027C	0.11731951
YCR072C	0.14833874
YLR078C	0.96089804
YDL058W	0.9805328
YCL024W	0.9791577
YCR073C	0.12652622
YDL150W	0.98426914
YGL123W	0.18239917
YER094C	0.12010235
YER179W	0.121649645
YER095W	0.1413581
YNL064C	0.3936178
YKL015W	0.1365339
YEL027W	0.17937092
YCL010C	0.2634045
YCL011C	0.984485
YCL044C	0.19575307
YCL045C	0.12572289
YCL047C	0.13578108
YCL052C	0.13435544
YCL054W	0.98167956
YCL055W	0.13806884
YCL059C	0.12805234
YCL061C	0.9879761
YCL063W	0.9344157
YCL008C	0.10707429
YCL009C	0.14458176
YCR010C	0.14043126
YCR014C	0.12746948
YCR017C	0.13329703
YCR030C	0.98454434
YCR047C	0.13448527
YCR052W	0.93804204
YCR057C	0.13370855
YCR059C	0.2261317
YCR068W	0.1169959
YCR077C	0.9846978
YCR079W	0.13646361
YCR081W	0.13052851
YCR086W	0.21710578
YCR089W	0.13792643
YCR093W	0.12659164
YCR094W	0.24414703
YDL127W	0.1375505
YDL126C	0.12587622
YML078W	0.12806538
YFL002C	0.13407943
YHR120W	0.125124
YOL090W	0.12732792
YDL200C	0.11564393
YGR087C	0.13080755
YGL116W	0.13668716
YPL131W	0.11670834
YER170W	0.3010467
YDL170W	0.1461057
YMR055C	0.13359356
YOR026W	0.13713282
YML016C	0.9847734
YNL312W	0.13568932
YJL173C	0.12750274
YJR123W	0.13905193
YIL133C	0.13290995
YNL069C	0.13200702
YOR096W	0.13792843
YKL113C	0.12761141
YJR005W	0.1281918
YFR014C	0.11565822
YLR258W	0.13831629
YGR159C	0.9903048
YNR013C	0.1256305
YNR012W	0.12855238
YJL172W	0.12076469
YAR015W	0.12849972
YAR019C	0.1354798
YAR014C	0.983172
YBR067C	0.13038133
YOL096C	0.1411688
YML010W	0.98489547
YGL119W	0.12525593
YGL035C	0.9856466
YIL160C	0.12668008
YLR148W	0.14101386
YDR483W	0.13070168
YOR099W	0.12529665
YAL058W	0.13964847
YGR029W	0.1773988
YEL061C	0.12594107
YGL070C	0.18874015
YNL113W	0.9821112
YAL032C	0.9420432
YAL033W	0.13188982
YHR089C	0.9848952
YER065C	0.1321625
YOR136W	0.12739946
YEL012W	0.97970796
YKL216W	0.12503183
YKL215C	0.12981391
YBL039C	0.12725174
YKL096W	0.9716462
YKL095W	0.9830196
YKL094W	0.12807345
YKL007W	0.11822702
YKL008C	0.15210381
YMR201C	0.9422104
YMR150C	0.13158353
YKL117W	0.98184824
YKL116C	0.1287126
YGR028W	0.11955492
YBL063W	0.119136825
YPL155C	0.9809886
YGL148W	0.9763847
YDR498C	0.42395073
YDR329C	0.1273929
YDR036C	0.1351195
YNL037C	0.13576469
YLR286C	0.1341812
YPR086W	0.1281279
YGR246C	0.1272052
YPL204W	0.98471034
YER177W	0.13218549
YGR133W	0.11694826
YBR200W	0.1318699
YLL045C	0.18006617
YOR208W	0.12739329
YBR023C	0.12863201
YKR002W	0.12468686
YBL023C	0.1270605
YLR274W	0.11464968
YDR353W	0.1258266
YBR275C	0.13211058
YPL048W	0.1313335
YKL019W	0.13057084
YHR190W	0.14907356
YER003C	0.15717669
YPR120C	0.12882413
YDR497C	0.1341314
YDR164C	0.13078123
YMR137C	0.12389229
YOR317W	0.13411964
YPR103W	0.11874853
YFR050C	0.11953561
YPR019W	0.14076565
YMR080C	0.1285484
YGL143C	0.1511714
YGR218W	0.12890594
YKL016C	0.37489012
YNL117W	0.13732749
YAL030W	0.7932826
YDR285W	0.98283714
YFL001W	0.12246809
YJR139C	0.15165651
YBR114W	0.13236512
YAL012W	0.114314154
YAL017W	0.12581037
YAL011W	0.9841683
YAL014C	0.9772259
YAL015C	0.12207451
YAL019W	0.12984945
YAL023C	0.1346075
YAL016W	0.12823382
YAL021C	0.12850435
YAL013W	0.1404292
YAL020C	0.1380489
YKL080W	0.1395792
YLL026W	0.12609135
YDR074W	0.12720528
YGL038C	0.21971846
YNL287W	0.12373945
YPR060C	0.11778236
YOL064C	0.18848522
YNL236W	0.12166503
YOR211C	0.1262189
YPR035W	0.11666834
YBL015W	0.13237828
YGR144W	0.1245237
YBL017C	0.12783612
YNR044W	0.98463404
YDR385W	0.122262076
YOR133W	0.122262076
YDR052C	0.13460249
YBR218C	0.1416269
YPR111W	0.14057137
YLR120C	0.11882701
YKL120W	0.12838238
YPL082C	0.122404024
YGR014W	0.98154926
YLR203C	0.123597674
YOR373W	0.98217833
YMR308C	0.14294948
YGR044C	0.12830785
YML120C	0.22241358
YKL122C	0.97734135
YKL124W	0.98434734
YLR204W	0.97310066
YDR075W	0.1311193
YDR047W	0.1279768
YPR190C	0.12979224
YLL019C	0.12570539
YMR202W	0.11871148
YLR056W	0.1467214
YIL150C	0.11023783
YDR001C	0.13313965
YBL074C	0.119365305
YHR079C	0.12802385
YPL175W	0.1313918
YKL079W	0.13867843
YLR447C	0.12133493
YBR123C	0.13650803
YKL212W	0.11276829
YNR043W	0.13088894
YGR253C	0.1252661
YDR356W	0.9815588
YDL029W	0.13082784
YPL268W	0.12351319
YLL048C	0.12882584
YDL078C	0.13757546
YLR403W	0.9873544
YJL115W	0.9849804
YKL157W	0.1300163
YLR314C	0.98276544
YJR076C	0.11248366
YKL191W	0.14515331
YNL280C	0.1382544
YHR094C	0.14480087
YDR345C	0.1421744
YHR092C	0.14677858
YHR107C	0.32389277
YAL003W	0.18565938
YDR519W	0.15719685
YDR518W	0.1352826
YGR175C	0.13188654
YJL159W	0.9810082
YBL008W	0.13785116
YOR038C	0.12327046
YER025W	0.1353703
YLR113W	0.1271155
YPR159W	0.9820914
YOR231W	0.13129173
YPL140C	0.1342519
YAL029C	0.14552164
YDR176W	0.9844972
YDL208W	0.17161927
YMR309C	0.13139902
YLR335W	0.9814281
YML031W	0.12718485
YDR211W	0.12009843
YLR291C	0.1274665
YGR140W	0.12713014
YGL122C	0.9847276
YIR006C	0.984863
YLL036C	0.1295976
YJL203W	0.112072796
YPL269W	0.12354047
YGR285C	0.98011565
YBR208C	0.13541351
YJR063W	0.11821994
YGL207W	0.12886226
YNL330C	0.13846058
YMR001C	0.12375121
YOR270C	0.12521094
YIL075C	0.1220108
YGR229C	0.98441917
YMR165C	0.9842871
YDR011W	0.13791843
YER022W	0.117902905
YBR253W	0.13170186
YDR069C	0.117497966
YNL202W	0.12518376
YDR422C	0.9804041
YGL169W	0.1278103
YPL029W	0.13765052
YJL106W	0.13103321
YGR155W	0.12926964
YDR410C	0.34299934
YGR104C	0.15272993
YNL016W	0.9844074
YPL106C	0.11907977
YJL176C	0.9843788
YIL126W	0.13660583
YER133W	0.1167822
YDR129C	0.125787
YKL203C	0.12962314
YBL050W	0.12563536
YOR190W	0.124901205
YJL155C	0.13803764
YBR119W	0.17973218999999999
YOL067C	0.89684355
YGL252C	0.120677546
YDR323C	0.128387
YEL051W	0.12055369
YEL047C	0.13855284
YEL042W	0.12871213
YEL041W	0.12987135
YEL040W	0.11720679
YEL038W	0.118442014
YEL037C	0.9849264
YEL036C	0.9847368
YER172C	0.11928834
YER173W	0.14300263
YER174C	0.1312894
YER175C	0.11615981
YER176W	0.13023311
YER164W	0.98505205
YER166W	0.12802307
YGL016W	0.12909555
YAR050W	0.98153365
YKR084C	0.12859234
YDL168W	0.118168205
YOR194C	0.97991896
YKL058W	0.13272157
YDR311W	0.114169754
YBR236C	0.115608476
YBL011W	0.13295266
YBL009W	0.14713642
YBL007C	0.9847745
YLR214W	0.12740548
YHR016C	0.9843847
YLR397C	0.13941915
YPR024W	0.13925014
YML042W	0.13462158
YDL220C	0.13506365
YOR316C	0.17043737
YGL191W	0.25857502
YJL210W	0.14352629
YKL048C	0.14034691
YLR083C	0.27768886
YGL200C	0.20638388
YMR284W	0.118832864
YDL013W	0.98255163
YMR224C	0.98145914
YBR091C	0.12330487
YMR091C	0.9841846
YBR060C	0.98421097
YLR293C	0.13885458
YNR032W	0.1335195
YDR375C	0.13709503
YPL234C	0.15389085
YIL068C	0.12976965
YLR032W	0.12409019
YOR036W	0.74678516
YPR055W	0.12066235
YKL040C	0.13314718
YKL035W	0.123767376
YKL038W	0.9846047
YGL163C	0.12402889
YOR370C	0.13148397
YPL232W	0.73647046
YPL115C	0.12663025
YDL174C	0.12569556
YLL008W	0.98579407
YGR166W	0.11008107
YKL181W	0.13259
YNR017W	0.12108578
YDR430C	0.13549705
YHR148W	0.123072505
YHR149C	0.98595285
YKR093W	0.14046907
YGR214W	0.12078418
YJR131W	0.12510714
YFL008W	0.15256643
YBR172C	0.9842816
YNR003C	0.12816453
YNL244C	0.12396758
YGL212W	0.8956348
YOR132W	0.13283905
YGR063C	0.12260969
YLR378C	0.14060578
YDR292C	0.10918991
YDR103W	0.12999007
YML001W	0.12676075
YGR109C	0.12478496
YJL187C	0.13165997
YOR344C	0.7500912
YKL009W	0.15149225
YKL010C	0.12216474
YKL012W	0.123527125
YER100W	0.41585433
YOR117W	0.5665977
YDR394W	0.19778445
YKL145W	0.114902586
YPL057C	0.13785768
YDR369C	0.13120437
YOR153W	0.134312
YGL238W	0.14045869
YNR010W	0.91858697
YNL001W	0.12968118
YLR188W	0.13360287
YBR155W	0.11403054
YKL092C	0.122304484
YBR252W	0.4282499
YLR175W	0.13512719
YOR327C	0.9767305
YDR436W	0.9844145
YOR184W	0.12947692
YER008C	0.13086179
YDL052C	0.12160783
YHR165C	0.13774717
YGR143W	0.983818
YNL243W	0.13386413
YGR047C	0.13457008
YDL051W	0.9734374
YHL027W	0.9786812
YKL127W	0.13834701
YHL016C	0.14876294
YDR258C	0.13026883
YKL205W	0.13054591
YPL124W	0.98294926
YPL174C	0.12930316
YKL141W	0.12086208
YML062C	0.9847234
YLR441C	0.115524575
YBR248C	0.12532479
YMR037C	0.9804617
YKL062W	0.9515401
YDR538W	0.12396937
YKR056W	0.13436154
YBR171W	0.148343
YBR170C	0.12811054
YNL329C	0.12644027
YEL002C	0.13399139
YDL095W	0.14380395
YGL145W	0.13527067
YGL195W	0.1415963
YOL069W	0.15252659
YFR002W	0.12449717
YKL143W	0.96146333
YDR404C	0.1367572
YJL154C	0.12630507
YAL001C	0.12532929
YMR125W	0.13452378
YML027W	0.9834839
YHR041C	0.11770862
YKL140W	0.124132015
YGL208W	0.984045
YPR163C	0.99166113
YBL047C	0.98389685
YBL051C	0.984509
YBL052C	0.118883595
YBL054W	0.8834554
YBL056W	0.12669788
YBL058W	0.9849899
YBL060W	0.12405372
YBL061C	0.9829787
YBL064C	0.12923715
YKL188C	0.1482224
YKL185W	0.98361063
YKL014C	0.12445374
YKL017C	0.12216094
YKL101W	0.9824189
