ensembl_gene_id	disorder_ratio
YDR454C	0
YPL117C	0.20833333333333337
YDR120C	0.1175438596491228
YLR060W	0
YFL022C	0
YDL014W	0.4250764525993884
YKL024C	0
YGR282C	0
YOR027W	0.37181663837011886
YBR082C	0
YDR059C	0
YIL035C	0
YOR330C	0.07017543859649122
YBR213W	0
YBR088C	0
YCR088W	0.6790540540540541
YKR086W	0.1111111111111111
YBR072W	0.1308411214953271
YBR127C	0.05609284332688588
YIL021W	0.14465408805031446
YER178W	0.10238095238095238
YGR193C	0
YLR134W	0
YJL034W	0.11436950146627566
YLR249W	0.07471264367816093
YHR166C	0.07188498402555911
YCL050C	0.09034267912772584
YHR042W	0
YOR176W	0
YCR084C	0.3338008415147265
YLR105C	0.21485411140583555
YBR110W	0
YDR137W	0.06485671191553545
YGR240C	0
YMR205C	0.04796663190823774
YBL016W	0
YER056C	0.01688555347091932
YNL272C	0.4176548089591568
YHL033C	0.11328125
YJR060W	0.7720797720797721
YPR141C	0.09190672153635115
YPL031C	0
YLR233C	0.1430615164520744
YDL185W	0.00186741363211951
YNL322C	0.4472843450479233
YGR233C	0.0365025466893039
YKL085W	0
YNL079C	0.9949748743718592
YNL138W	0.2908745247148289
YDR138W	0.15691489361702127
YGR019W	0.01061571125265392
YDR513W	0
YCL040W	0
YPR189W	0.0467877094972067
YNL151C	0.2788844621513944
YGR167W	0.630901287553648
YNL130C	0
YCL043C	0
YBR085W	0
YBL030C	0.00314465408805031
YAL010C	0
YAL009W	0.14671814671814673
YBR083W	0.294238683127572
YBR289W	0.6088397790055249
YER040W	0.5506849315068493
YHR128W	0
YBR080C	0
YOR212W	0.00236406619385342
YJR086W	0.15454545454545454
YHL025W	0.4939759036144578
YGL155W	0
YMR173W	0.4720930232558139
YMR104C	0.172821270310192
YLR229C	0
YPL231W	0.07684154742978272
YKR039W	0.07807308970099668
YDL137W	0
YJR047C	0.05095541401273885
YDR148C	0.2894168466522678
YLR071C	0.10166358595194085
YDR502C	0
YLR304C	0.07069408740359898
YOR061W	0
YOR326W	0.11118170266836086
YPL133C	0.30269058295964124
YPL036W	0.1583949313621964
YJL085W	0
YOL051W	0.6429232192414431
YGL077C	0.05150976909413854
YGR184C	0.06461538461538462
YML007W	0.5646153846153846
YLR259C	0.07167832167832168
YFR049W	0
YIL072W	0.00495867768595041
YOL001W	0.19112627986348124
YPR178W	0
YNL135C	0
YNR011C	0.18493150684931503
YMR243C	0.24660633484162897
YPR176C	0
YOR140W	0.7558746736292428
YPR088C	0.34750462107208874
YJL140W	0.4751131221719457
YBR154C	0
YPR187W	0.5096774193548387
YOR224C	0
YGL078C	0.13957934990439771
YJL033W	0.3077922077922078
YOR046C	0.12240663900414936
YKL045W	0
YJR007W	0.10197368421052631
YLR133W	0.15463917525773196
YBR135W	0.24666666666666667
YDL047W	0
YPL218W	0
YOR098C	0.8364312267657993
YLR396C	0
YJR004C	0.01692307692307692
YIL125W	0.0019723865877712
YGL055W	0.05294117647058823
YOL052C	0
YJR094C	0.12777777777777777
YLR131C	0.6623376623376623
YOR362C	0.125
YGL011C	0
YJL157C	0.09879518072289156
YER168C	0
YBR237W	0.2579505300353357
YJR049C	0.29056603773584905
YJR050W	0.1829787234042553
YJR051W	0
YER070W	0.06193693693693693
YBR049C	0.6641975308641975
YPL215W	0.00597014925373134
YKR001C	0.1377840909090909
YPL172C	0.01082251082251082
YJR021C	0.321656050955414
YIL066C	0.09666283084004602
YKR101W	0
YDR177W	0
YLL041C	0
YPL094C	0.1021897810218978
YIR031C	0
YGL097W	0.08091286307053942
YNL262W	0.01395139513951395
YDL066W	0
YHL020C	0.5099009900990099
YNL307C	0.024
YDL090C	0
YOR290C	0.35936582501467995
YDR530C	0
YOL126C	0
YER142C	0
YGL206C	0.00120992135511191
YPR010C	0.01080631753948462
YOR210W	0
YHR123W	0
YER012W	0
YMR307W	0.08586762075134168
YGL173C	0.181282722513089
YOL116W	0.4397905759162304
YGL071W	0.5217391304347826
YOR332W	0.00858369098712446
YGR092W	0.1486013986013986
YNL183C	0.579746835443038
YDR189W	0.009009009009009
YLR268W	0.11214953271028036
YPL153C	0.18879415347137635
YLR043C	0
YBR097W	0.0061898211829436
YGL233W	0.00549450549450549
YOR207C	0.06353350739773717
YGR183C	0.06060606060606061
YAR007C	0.0933977455716586
YKL210W	0.0048828125
YPL008W	0.04645760743321719
YOL016C	0.15436241610738255
YLR240W	0.06514285714285714
YOL004W	0.4134114583333333
YJR017C	0.4117647058823529
YOL058W	0
YGR209C	0
YIL004C	0.5985915492957746
YGL156W	0.03693444136657433
YKL114C	0.1771117166212534
YFL014W	1
YHL022C	0
YLL021W	0.67462482946794
YNL229C	0.2598870056497175
YPR074C	0
YCR042C	0.06254442075337598
YLR433C	0.07775768535262206
YHR135C	0.4182156133828997
YNL154C	0.4194139194139194
YPR161C	0.4429223744292237
YEL034W	0
YFR015C	0.0903954802259887
YDR243C	0.17857142857142858
YNL240C	0.0855397148676171
YLR027C	0
YLR362W	0.06555090655509066
YMR011W	0.07393715341959335
YDL134C	0.11653116531165313
YDL188C	0.15915119363395225
YGR116W	0.2219159200551344
YGR135W	0.03100775193798449
YML092C	0
YML115C	0.04672897196261682
YDR495C	0.11374876360039564
YMR203W	0
YBL041W	0
YLR300W	0
YLL043W	0.5142002989536621
YHR026W	0.05164319248826291
YKL197C	0
YDR293C	0.3616
YEL032W	0.21833161688980432
YMR079W	0.01973684210526315
YKL149C	0.09382716049382717
YER013W	0.1685589519650655
YPR175W	0.10740203193033382
YBL105C	0.24326672458731535
YNL112W	0.2893772893772894
YPL119C	0.3500810372771475
YDR423C	0.3545232273838631
YJR090C	0.19721980886185925
YNL289W	0
YGR108W	0.02760084925690021
YPR119W	0.384928716904277
YDL155W	0.29508196721311475
YDL122W	0.3226205191594561
YPR065W	0.6521739130434783
YOR157C	0
YDL230W	0
YMR296C	0.0017921146953405
YBL093C	0.4636363636363636
YML008C	0.14360313315926893
YKR048C	0.2709832134292566
YNL007C	0.6960227272727273
YKL190W	0.00571428571428571
YML123C	0.04258943781942078
YMR061W	0.01624815361890694
YGL044C	0.17905405405405406
YCR038C	0
YDR004W	0
YER111C	0.4409881061299177
YMR214W	0.2519893899204244
YCR008W	0.3283582089552239
YCR092C	0.10609037328094302
YGL012W	0.03171247357293869
YCR091W	0.2833333333333333
YCR002C	0
YCR009C	0
YCL032W	0.2832369942196532
YCR098C	0.03861003861003861
YCR003W	0.06010928961748633
YCR004C	0.21052631578947367
YCR026C	0.07277628032345014
YCR033W	0.6941272430668842
YCR034W	0.12680115273775217
YCR035C	0
YCR065W	0.40425531914893614
YCL031C	0
YCL034W	0.22033898305084745
YCL035C	0
YCL017C	0.02012072434607646
YCL057W	0
YCL025C	0.18167456556082148
YCR105W	0
YCR027C	0
YCR072C	0.00194174757281553
YLR078C	0.38524590163934425
YDL058W	0.4195530726256983
YCL024W	0.32883317261330763
YCR073C	0.00150262960180315
YDL150W	0.8151658767772512
YGL123W	0.14566929133858267
YER094C	0
YER179W	0
YER095W	0.1825
YNL064C	0.10024449877750612
YKL015W	0.15423901940755874
YEL027W	0.00625
YCL010C	0.2084942084942085
YCL011C	0.3395784543325527
YCL044C	0.12709832134292565
YCL045C	0
YCL047C	0
YCL052C	0.00240384615384615
YCL054W	0.4126040428061831
YCL055W	0.13134328358208955
YCL059C	0.1962025316455696
YCL061C	0.6395985401459854
YCL063W	0.5437352245862884
YCL008C	0.18701298701298705
YCL009C	0
YCR010C	0.13427561837455831
YCR014C	0.04810996563573883
YCR017C	0.00629590766002098
YCR030C	0.3816091954022989
YCR047C	0.26545454545454544
YCR052W	0.3416149068322981
YCR057C	0.11159263271939328
YCR059C	0
YCR068W	0.06153846153846154
YCR077C	0.44974874371859297
YCR079W	0.00226244343891402
YCR081W	0.00210231254379817
YCR086W	0
YCR089W	0.17961466749533872
YCR093W	0.06783681214421253
YCR094W	0.08184143222506395
YDL127W	0.02272727272727272
YDL126C	0.15089820359281436
YML078W	0
YFL002C	0.1056105610561056
YHR120W	0
YOL090W	0
YDL200C	0
YGR087C	0
YGL116W	0.13442622950819672
YPL131W	0.15151515151515152
YER170W	0
YDL170W	0
YMR055C	0
YOR026W	0
YML016C	0.5390173410404624
YNL312W	0.12087912087912088
YJL173C	0.04098360655737704
YJR123W	0.01333333333333333
YIL133C	0
YNL069C	0
YOR096W	0
YKL113C	0.06544502617801047
YJR005W	0.11714285714285716
YFR014C	0.19730941704035873
YLR258W	0.11205673758865248
YGR159C	0.7729468599033816
YNR013C	0.16331096196868009
YNR012W	0.00998003992015968
YJL172W	0.05208333333333333
YAR015W	0.09803921568627452
YAR019C	0.05852156057494866
YAR014C	0.8265162200282088
YBR067C	0.34285714285714286
YOL096C	0
YML010W	0.5333960489181562
YGL119W	0.05389221556886228
YGL035C	0.996031746031746
YIL160C	0.00479616306954436
YLR148W	0
YDR483W	0.09502262443438914
YOR099W	0
YAL058W	0.1852589641434263
YGR029W	0.01587301587301587
YEL061C	0.187
YGL070C	0.00819672131147541
YNL113W	0.4014084507042254
YAL032C	0.5620052770448549
YAL033W	0
YHR089C	0.4829268292682926
YER065C	0.01795332136445242
YOR136W	0
YEL012W	0.3073394495412844
YKL216W	0
YKL215C	0.04976671850699844
YBL039C	0
YKL096W	0.2803347280334728
YKL095W	0.5971223021582733
YKL094W	0
YKL007W	0
YKL008C	0.20095693779904303
YMR201C	0.5902964959568733
YMR150C	0
YKL117W	0.42592592592592593
YKL116C	0.21428571428571427
YGR028W	0
YBL063W	0.13051305130513052
YPL155C	0.3243626062322946
YGL148W	0.25
YDR498C	0
YDR329C	0.00226757369614512
YDR036C	0
YNL037C	0
YLR286C	0.20818505338078291
YPR086W	0.08695652173913043
YGR246C	0.30033557046979864
YPL204W	0.28542510121457487
YER177W	0.1647940074906367
YGR133W	0
YBR200W	0.1705989110707804
YLL045C	0.11328125
YOR208W	0.148
YBR023C	0.17510729613733905
YKR002W	0.09859154929577464
YBL023C	0.2626728110599078
YLR274W	0
YDR353W	0
YBR275C	0.35803757828810023
YPL048W	0.10843373493975904
YKL019W	0
YHR190W	0
YER003C	0.03962703962703962
YPR120C	0.2942528735632184
YDR497C	0.1113013698630137
YDR164C	0.09530386740331492
YMR137C	0.0680786686838124
YOR317W	0
YPR103W	0
YFR050C	0.0037593984962406
YPR019W	0.16613076098606644
YMR080C	0.01647785787847579
YGL143C	0.27602905569007263
YGR218W	0
YKL016C	0
YNL117W	0
YAL030W	0.6153846153846154
YDR285W	0.6194285714285714
YFL001W	0
YJR139C	0
YBR114W	0.18354430379746836
YAL012W	0.09390862944162436
YAL017W	0.31268436578171094
YAL011W	0.5072
YAL014C	0.3058823529411765
YAL015C	0.04010025062656641
YAL019W	0.3448275862068966
YAL023C	0.07246376811594203
YAL016W	0.04724409448818897
YAL021C	0.26045400238948624
YAL013W	0.3333333333333333
YAL020C	0.02102102102102102
YKL080W	0
YLL026W	0.14427312775330398
YDR074W	0.02790178571428571
YGL038C	0
YNL287W	0.02566844919786096
YPR060C	0
YOL064C	0
YNL236W	0.00410677618069815
YOR211C	0.08059023836549375
YPR035W	0.05945945945945946
YBL015W	0
YGR144W	0
YBL017C	0.04623179227359088
YNR044W	0.2717241379310345
YDR385W	0
YOR133W	0
YDR052C	0.4488636363636363
YBR218C	0
YPR111W	0.1152482269503546
YLR120C	0.0843585237258348
YKL120W	0.01851851851851851
YPL082C	0.07284413497589716
YGR014W	0.5038284839203675
YLR203C	0.09174311926605504
YOR373W	0.4653349001175088
YMR308C	0.01193755739210284
YGR044C	0.01333333333333333
YML120C	0
YKL122C	0.4131736526946107
YKL124W	0.26770293609671847
YLR204W	0.6306306306306306
YDR075W	0
YDR047W	0
YPR190C	0.12691131498470948
YLL019C	0.10583446404341929
YMR202W	0
YLR056W	0.04931506849315068
YIL150C	0.3817863397548162
YDR001C	0.12250332889480692
YBL074C	0
YHR079C	0.11390134529147984
YPL175W	0.05530973451327434
YKL079W	0.1951219512195122
YLR447C	0
YBR123C	0.1510015408320493
YKL212W	0
YNR043W	0
YGR253C	0
YDR356W	0.4565677966101695
YDL029W	0.01023017902813299
YPL268W	0.05293440736478711
YLL048C	0.06803130644190247
YDL078C	0
YLR403W	0.6002928257686676
YJL115W	0.46236559139784944
YKL157W	0
YLR314C	0.2653846153846154
YJR076C	0.25301204819277107
YKL191W	0.1797752808988764
YNL280C	0
YHR094C	0.09298245614035087
YDR345C	0.07054673721340388
YHR092C	0.1232638888888889
YHR107C	0.1326781326781327
YAL003W	0
YDR519W	0
YDR518W	0
YGR175C	0
YJL159W	0.6900726392251816
YBL008W	0.125
YOR038C	0.09371428571428572
YER025W	0.15749525616698293
YLR113W	0
YPR159W	0.3333333333333333
YOR231W	0.34448818897637795
YPL140C	0.17391304347826086
YAL029C	0.00135961930659415
YDR176W	0.6310541310541311
YDL208W	0.15384615384615383
YMR309C	0.20073891625615764
YLR335W	0.7444444444444445
YML031W	0.02137404580152671
YDR211W	0.03370786516853932
YLR291C	0.02887139107611548
YGR140W	0.13493723849372383
YGL122C	0.49333333333333335
YIR006C	0.6851351351351351
YLL036C	0
YJL203W	0.22142857142857145
YPL269W	0.2779503105590062
YGR285C	0.27251732101616627
YBR208C	0
YJR063W	0
YGL207W	0.22415458937198068
YNL330C	0.10392609699769054
YMR001C	0.08652482269503546
YOR270C	0.0369047619047619
YIL075C	0.10476190476190476
YGR229C	0.5405940594059406
YMR165C	0.5336426914153132
YDR011W	0.06329113924050633
YER022W	0.24163027656477437
YBR253W	0
YDR069C	0.16414686825053995
YNL202W	0
YDR422C	0.6049079754601226
YGL169W	0
YPL029W	0
YJL106W	0.05116279069767442
YGR155W	0
YDR410C	0.07531380753138076
YGR104C	0.11726384364820848
YNL016W	0.5099337748344371
YPL106C	0.08658008658008658
YJL176C	0.46545454545454545
YIL126W	0.26048565121412803
YER133W	0
YDR129C	0.07476635514018691
YKL203C	0.02627324171382376
YBL050W	0
YOR190W	0
YJL155C	0
YBR119W	0.05704697986577181
YOL067C	0.5423728813559322
YGL252C	0
YDR323C	0
YEL051W	0.203125
YEL047C	0
YEL042W	0.01351351351351351
YEL041W	0.10303030303030304
YEL040W	0.20985010706638116
YEL038W	0
YEL037C	0.5678391959798995
YEL036C	0.152
YER172C	0.06981044845122515
YER173W	0.13808801213960548
YER174C	0.11065573770491804
YER175C	0
YER176W	0.26137377341659235
YER164W	0.30449591280653954
YER166W	0.20814767663908337
YGL016W	0
YAR050W	0.6356538711776187
YKR084C	0.09656301145662848
YDL168W	0
YOR194C	0.3356643356643357
YKL058W	0
YDR311W	0.24299065420560748
YBR236C	0.24541284403669725
YBL011W	0.20553359683794467
YBL009W	0.2677514792899408
YBL007C	0.6342443729903537
YLR214W	0
YHR016C	0.3995726495726496
YLR397C	0.02948717948717948
YPR024W	0.12985274431057564
YML042W	0
YDL220C	0.08441558441558442
YOR316C	0.23690205011389523
YGL191W	0
YJL210W	0
YKL048C	0.128125
YLR083C	0.00299850074962518
YGL200C	0
YMR284W	0
YDL013W	0.5411954765751211
YMR224C	0.37283236994219654
YBR091C	0
YMR091C	0.30114942528735633
YBR060C	0.36129032258064514
YLR293C	0.0182648401826484
YNR032W	0.10869565217391304
YDR375C	0.03289473684210526
YPL234C	0.01219512195121951
YIL068C	0
YLR032W	0.10179640718562874
YOR036W	0.2152777777777778
YPR055W	0.05352112676056338
YKL040C	0
YKL035W	0.00801603206412825
YKL038W	0.5119658119658119
YGL163C	0.13697104677060137
YOR370C	0.02155887230514096
YPL232W	0.12758620689655173
YPL115C	0.3448581560283688
YDL174C	0
YLL008W	0.4827127659574468
YGR166W	0
YKL181W	0.13817330210772832
YNR017W	0.0945945945945946
YDR430C	0
YHR148W	0
YHR149C	0.9264305177111716
YKR093W	0.12312811980033278
YGR214W	0.17857142857142858
YJR131W	0
YFL008W	0.04571428571428571
YBR172C	0.5797297297297297
YNR003C	0
YNL244C	0
YGL212W	0.4778481012658228
YOR132W	0.33212341197822143
YGR063C	0
YLR378C	0
YDR292C	0.13526570048309178
YDR103W	0.27589967284623773
YML001W	0
YGR109C	0.11842105263157894
YJL187C	0.4249084249084249
YOR344C	0.08247422680412371
YKL009W	0
YKL010C	0.12002697235333784
YKL012W	0.11663807890222984
YER100W	0.184
YOR117W	0.11059907834101385
YDR394W	0
YKL145W	0.3640256959314775
YPL057C	0.0287958115183246
YDR369C	0.3770491803278688
YOR153W	0.10191925876902712
YGL238W	0
YNR010W	0.436241610738255
YNL001W	0
YLR188W	0
YBR155W	0.17402597402597403
YKL092C	0.07065217391304347
YBR252W	0
YLR175W	0.2484472049689441
YOR327C	0.6869565217391305
YDR436W	0.5366197183098591
YOR184W	0.04050632911392405
YER008C	0.31736526946107785
YDL052C	0.1188118811881188
YHR165C	0.05926232905097389
YGR143W	0.3800259403372244
YNL243W	0.2086776859504132
YGR047C	0.13170731707317074
YDL051W	0.2290909090909091
YHL027W	0.3664
YKL127W	0.00350877192982456
YHL016C	0.03945578231292517
