ensembl_gene_id	mean_plddt
YGL259W	45.95642424242424
YGL193C	31.041747572815535
YGL118C	34.87089655172414
YGL007W	46.50128
YGR018C	40.45275229357798
YGR041W	44.77720292504571
YGR045C	47.20616666666667
YGR050C	46.02906779661017
YGR067C	42.93608208955224
YGR164W	45.23747747747747
YMR016C	48.44619108280255
YNL269W	40.360229007633585
YNL184C	48.83583333333333
YNL164C	49.66034188034188
YNL140C	38.22275132275132
YNL054W	47.97220600858369
YNL034W	34.477107843137254
YNL027W	43.348997050147496
YNL018C	32.605702614379084
YML109W	49.39308917197452
YER014C-A	37.58156862745098
YDR274C	33.59211382113821
YDR028C	49.52595660749507
YPR005C	47.104557823129255
YKR005C	46.01708571428571
YKL068W	49.16518248175183
YMR047C	49.30505840071878
YPL027W	38.573632653061225
YPL062W	36.8820895522388
YPL056C	37.175940594059405
YPL080C	36.61925925925926
YPL130W	40.92887892376682
YDR042C	42.8664
YML122C	43.1965873015873
YML119W	48.06711484593838
YDR209C	29.52956204379562
YMR219W	35.51284680337756
YMR007W	46.89515873015873
YMR206W	49.78808306709265
YDR239C	48.965120711562896
YMR122C	37.96677419354839
YMR082C	44.02754237288136
YMR086W	48.47578125
YDR534C	33.79246212121212
YML083C	35.48822966507177
YDR114C	45.1607
YMR317W	36.73719298245614
YDR223W	42.54676659528908
YML053C	40.59056603773585
YDR344C	38.92578231292517
YDR278C	49.517809523809525
YLR194C	36.34673228346457
YLR312C	40.76690954773869
YPR195C	44.43229357798165
YPR078C	36.9597311827957
YLR006C	48.63592696629213
YDL223C	34.082141491395795
YDL241W	48.17373983739837
YLL030C	49.77061946902655
YLR030W	44.4041825095057
YLR042C	44.37316770186335
YOL014W	45.02588709677419
YOL015W	44.51689419795222
YOL036W	46.36842312746386
YOL159C	37.01198830409357
YOL160W	38.146637168141595
YOR068C	37.485
YOR247W	42.031285714285715
YOR376W	46.588852459016394
YOR382W	45.089803921568624
YOR383C	45.91813725490197
YPL223C	46.38916666666667
YPL261C	46.61382352941177
YPR203W	44.37705882352941
YLR082C	46.598214285714285
YLR112W	36.482158273381295
YPL230W	49.546521739130434
YOR284W	47.38213991769547
YPR013C	43.55419558359621
YDL009C	49.94523364485981
YOR009W	43.05597535934291
YDR215C	37.27496350364964
YOR029W	33.06954954954955
YPL163C	31.30246153846154
YOR214C	39.96673728813559
YLR122C	35.02552
YLR094C	49.58177290836653
YDR010C	44.72272727272728
YDL039C	29.402421203438394
YOR343C	32.59185185185185
YPR064W	44.571510791366904
YPR008W	49.93935158501441
YPL119C-A	47.91137931034483
YMR030W-A	37.7953125
YOL159C-A	48.79588888888889
YAL063C-A	45.89572916666667
YMR230W-A	42.663225806451614
YOL097W-A	47.27
YNL146C-A	49.03140625
YNL042W-B	37.74764705882353
YCR024C-B	41.05568181818182
YCR108C	49.731746031746034
YPR014C	43.44385321100918
YPR053C	42.74894039735099
YBL113C	46.07698232323232
YHR214C-E	41.807272727272725
YAL067W-A	43.974
YGR031C-A	33.02079754601227
YMR105W-A	48.9565625
YFR032C-B	41.39896551724138
YER175W-A	46.5162962962963
YOL085C	32.51778761061947
