ensembl_gene_id	alphafold_perc_60
YLR157C	0.0718232044198895
YLR160C	0.0718232044198895
YLR158C	0.0718232044198895
YLR155C	0.0718232044198895
YLR157C	0.0718232044198895
YLR160C	0.0718232044198895
YLR158C	0.06353591160220995
YLR155C	0.06353591160220995
YLR157C	0.06353591160220995
YLR160C	0.06353591160220995
YHR055C	0.36065573770491804
YHR053C	0.36065573770491804
YHR055C	0.22950819672131148
YHR053C	0.22950819672131148
YBL027W	0.005291005291005291
YBR084C-A	0.005291005291005291
YBL027W	0.005291005291005291
YBR084C-A	0.005291005291005291
YDL191W	0.008333333333333333
YDL136W	0.008333333333333333
YDL191W	0.008333333333333333
YDL136W	0.008333333333333333
YDL184C	0
YDL133C-A	0
YDL184C	0
YDL133C-A	0
YHR212W-A	0.014925373134328358
YHR214C-D	1
YAR069C	1
YGR296C-B	1
YPL283W-B	1
YPR204C-A	1
YER190C-B	1
YGR296C-B	1
YPL283W-B	1
YPR204C-A	1
YER190C-B	1
YGR296C-B	1
YPL283W-B	1
YPR204C-A	1
YER190C-B	1
YGR296C-B	1
YPL283W-B	1
YPR204C-A	1
YER190C-B	1
YGR296C-B	1
YPL283W-B	1
YPR204C-A	1
YER190C-B	1
YFL068W	1
YLL066W-A	1
YLL067W-A	1
YFL068W	1
YLL066W-A	1
YLL067W-A	1
YFL068W	1
YLL066W-A	1
YLL067W-A	1
YLR159C-A	0.23255813953488372
YLR154C-H	0.23255813953488372
YLR157C-C	0.23255813953488372
YLR156C-A	0.23255813953488372
YLR159C-A	0.37209302325581395
YLR154C-H	0.37209302325581395
YLR157C-C	0.37209302325581395
YLR156C-A	0.37209302325581395
YLR159C-A	0.23255813953488372
YLR154C-H	0.23255813953488372
YLR157C-C	0.23255813953488372
YLR156C-A	0.23255813953488372
YLR159C-A	0.2558139534883721
YLR154C-H	0.2558139534883721
YLR157C-C	0.2558139534883721
YLR156C-A	0.2558139534883721
YCR040W	0.4
YCL066W	0.4
YCR040W	0.3942857142857143
YCL066W	0.3942857142857143
YCR039C	0.22380952380952382
YCL067C	0.22380952380952382
YCR039C	0.23809523809523808
YCL067C	0.23809523809523808
YCR097W	0.06349206349206349
YCR096C	0.19327731092436976
YLR158C	0.07458563535911603
YLR155C	0.07458563535911603
YLR157C	0.07458563535911603
YLR160C	0.07458563535911603
YHL034C	0.40816326530612246
YKR059W	0.04556962025316456
YJL138C	0.04556962025316456
YGL256W	0.002617801047120419
YMR256C	0
YER153C	0.047244094488188976
YER152C	0.002257336343115124
YIR008C	0.044009779951100246
YLR163C	0.045454545454545456
YJL133W	0.12420382165605096
YAL005C	0.07009345794392523
YLL024C	0.057902973395931145
YHR007C	0.007547169811320755
YDL130W	0.36792452830188677
YLR180W	0.002617801047120419
YDR347W	0.16510903426791276
YPR166C	0.02608695652173913
YBR031W	0.022099447513812154
YER020W	0.2739420935412027
YGR222W	0.20477815699658702
YDL044C	0.48409090909090907
YCR066W	0.45790554414784396
YER011W	0.6377952755905512
YER052C	0.11954459203036052
YDL194W	0.4242081447963801
YGL073W	0.7635054021608644
YAL025C	0.31699346405228757
YKR097W	0.023679417122040074
YOR341W	0.12439903846153846
YDR170C	0.2787456445993031
YDL192W	0.08287292817679558
YGL062W	0.03225806451612903
YLR382C	0.02348993288590604
YDR044W	0.006097560975609756
YNL241C	0.01782178217821782
YAL041W	0.30679156908665106
YDL229W	0.01468189233278956
YDR481C	0.10954063604240283
YPR052C	0.20430107526881722
YBR089C-A	0.24242424242424243
YNR026C	0.17197452229299362
YCL029C	0.31363636363636366
YCL027W	0.728515625
YMR235C	0.044226044226044224
YMR043W	0.5734265734265734
YML098W	0.3712574850299401
YHR205W	0.4526699029126214
YHR024C	0.06016597510373444
YNL188W	0.6928406466512702
YNL216W	0.40386940749697703
YLR452C	0.2851002865329513
YDR227W	0.7812960235640648
YJL153C	0.0150093808630394
YGL013C	0.28277153558052437
YBR143C	0.10068649885583524
YOR043W	0.3004115226337449
YDR212W	0.03041144901610018
YIL015W	0.2657580919931857
YML075C	0.1840607210626186
YLR450W	0.20956937799043063
YJL129C	0.5692307692307692
YGR084C	0.14749262536873156
YNL005C	0.08355795148247978
YKL126W	0.2
YOR346W	0.27918781725888325
YNL071W	0.21991701244813278
YBR196C	0.007220216606498195
YNL250W	0.03429878048780488
YGR083C	0.33947772657450076
YKL209C	0.11705426356589148
YML021C	0.21727019498607242
YGL115W	0.012422360248447204
YDL040C	0.04215456674473068
YJL092W	0.368824531516184
YOR276W	0.2795031055900621
YDR009W	0.015384615384615385
YML116W	0.0996309963099631
YLR234W	0.05030487804878049
YHR139C	0.2147239263803681
YNL238W	0.28255528255528256
YLR081W	0.11149825783972125
YDR122W	0.4943609022556391
YLR096W	0.5309503051438536
YOR168W	0.0407911001236094
YGR202C	0.36556603773584906
YML106W	0.022123893805309734
YAL040C	0.4051724137931034
YNL102W	0.2561307901907357
YER148W	0.11666666666666667
YFL036W	0.20429311621021465
YBL021C	0.2361111111111111
YML113W	0.7016129032258065
YIL034C	0.05226480836236934
YHR084W	0.7078488372093024
YGL167C	0.0863157894736842
YDR040C	0.08799266727772685
YDR158W	0.0027397260273972603
YGL205W	0.03074866310160428
YBR195C	0.0924170616113744
YGR152C	0.3088235294117647
YOL108C	0.40397350993377484
YPR183W	0.02247191011235955
YKL138C	0.04580152671755725
YKL109W	0.9223826714801444
YOR120W	0
YDL069C	0.8646288209606987
YGL030W	0.05714285714285714
YOR063W	0
YDR447C	0.07352941176470588
YKL112W	0.6935704514363885
YBR038W	0.31671858774662515
YNL082W	0.3424971363115693
YPL167C	0.16622340425531915
YLR263W	0.46795646916565903
YLR178C	0.0502283105022831
YJL151C	0.49624060150375937
YKL060C	0.011142061281337047
YJL141C	0.44114002478314746
YGR040W	0.0625
YDR054C	0.36610169491525424
YHR083W	0.0911854103343465
YFR036W	0.5080645161290323
YER162C	0.2546419098143236
YDR217C	0.6600458365164248
YKR026C	0.006557377049180328
YKL104C	0.08647140864714087
YLR195C	0.05714285714285714
YML057W	0.16390728476821192
YLL015W	0.09108402822322001
YDR155C	0
YDR035W	0
YKL103C	0.06031128404669261
YDR197W	0.06940874035989718
YOR254C	0.11161387631975868
YMR228W	0.03519061583577713
YBR112C	0.5010351966873706
YLR354C	0.03582089552238806
YMR186W	0.09929078014184398
YPL104W	0.031914893617021274
YDR037W	0.049069373942470386
YDR256C	0.03495145631067961
YML035C	0.21728395061728395
YPR181C	0.05078125
YGL166W	0.4888888888888889
YJR152W	0.1270718232044199
YIR022W	0.005988023952095809
YOR348C	0.16905901116427433
YDR194C	0.23042168674698796
YDL102W	0.08751139471285324
YDR283C	0.22965641952983726
YDR454C	0.0106951871657754
YPL117C	0.06597222222222222
YDR120C	0.14035087719298245
YLR060W	0.0016806722689075631
YFL022C	0.013916500994035786
YDL014W	0.27217125382262997
YKL024C	0.029411764705882353
YGR282C	0.07348242811501597
YOR027W	0.11714770797962648
YBR082C	0
YDR059C	0
YIL035C	0.008064516129032258
YOR330C	0.18660287081339713
YBR213W	0.0072992700729927005
YBR088C	0.011627906976744186
YCR088W	0.5118243243243243
YKR086W	0.24836601307189543
YBR072W	0.37850467289719625
YCR053W	0.0019455252918287938
YBR127C	0.09090909090909091
YDR414C	0.10220994475138122
YIL021W	0.14779874213836477
YER178W	0.11666666666666667
YGR193C	0.28292682926829266
YLR134W	0
YJL034W	0.10263929618768329
YLR249W	0.08141762452107279
YHR166C	0.15335463258785942
YNL210W	0.16666666666666666
YIL136W	0.7022900763358778
YCL050C	0.012461059190031152
YHR042W	0.03328509406657019
YOR176W	0.089058524173028
YGL017W	0.027833001988071572
YCR084C	0.3267882187938289
YLR105C	0.09549071618037135
YBR110W	0.004454342984409799
YDR137W	0.2790346907993967
YGR240C	0.05065856129685917
YMR205C	0.05213764337851929
YBL016W	0.053824362606232294
YGR008C	0.14285714285714285
YER056C	0.12570356472795496
YNL272C	0.5032938076416338
YHL033C	0.01171875
YJR060W	0.5384615384615384
YPR141C	0.1906721536351166
YDR389W	0.6070336391437309
YHR153C	0.18181818181818182
YHR152W	0.42196531791907516
YPL031C	0.06885245901639345
YLR233C	0.22317596566523606
YDL185W	0.06255835667600373
YNL322C	0.30670926517571884
YCR075C	0.06538461538461539
YHR025W	0.04481792717086835
YGR233C	0.22241086587436332
YKL085W	0.04790419161676647
YNL079C	0.005025125628140704
YNL138W	0.20532319391634982
YOR158W	0.22641509433962265
YDR138W	0.30851063829787234
YGR019W	0
YDR513W	0.027972027972027972
YCL040W	0.018
YPR189W	0.057960893854748605
YNL151C	0.4860557768924303
YGR167W	0.27896995708154504
YNL130C	0.007633587786259542
YCL043C	0.05172413793103448
YBR085W	0.003257328990228013
YBL030C	0.06289308176100629
YPR167C	0.0038314176245210726
YAL010C	0.2434077079107505
YAL009W	0.1776061776061776
YAL008W	0.6717171717171717
YBR083W	0.6069958847736625
YBL040C	0.0410958904109589
YBR289W	0.37458563535911604
YER040W	0.910958904109589
YLR393W	0.24014336917562723
YOL140W	0.026004728132387706
YHR128W	0.009259259259259259
YLR392C	0.21235521235521235
YBR080C	0.06596306068601583
YOR212W	0.14184397163120568
YJR086W	0.14545454545454545
YHL025W	0.4759036144578313
YGL155W	0.023936170212765957
YMR173W	0.8953488372093024
YBR003W	0.2558139534883721
YMR104C	0.20236336779911374
YHR028C	0.05990220048899755
YLR229C	0.04712041884816754
YPL231W	0.06200317965023847
YKR039W	0.09136212624584718
YDL137W	0.143646408839779
YJR047C	0.09554140127388536
YDR148C	0.31317494600431967
YLR071C	0.23937153419593346
YDR502C	0.0078125
YLR304C	0.02313624678663239
YOR061W	0
YPL132W	0.2633333333333333
YOR326W	0.1480304955527319
YPL133C	0.42376681614349776
YPL036W	0.14994720168954592
YJL085W	0.04333868378812199
YOL051W	0.4902867715078631
YBR055C	0.14349276974416017
YDL030W	0.1
YGL077C	0.14209591474245115
YGR184C	0.13641025641025642
YML007W	0.7338461538461538
YDL236W	0.019230769230769232
YLR259C	0.06993006993006994
YFR049W	0.08130081300813008
YMR225C	0
YMR013C	0.11368015414258188
YBR166C	0.046460176991150445
YIL072W	0.3603305785123967
YLR420W	0
YOL001W	0.22866894197952217
YPR178W	0.05161290322580645
YNL135C	0
YMR286W	0
YNR011C	0.22031963470319635
YMR243C	0.3733031674208145
YPR176C	0.009230769230769232
YOR140W	0.7480417754569191
YPR088C	0.24399260628465805
YJL140W	0.1085972850678733
YBR154C	0.004651162790697674
YPR187W	0.33548387096774196
YOR224C	0.0821917808219178
YMR199W	0.41025641025641024
YPL256C	0.363302752293578
YGL078C	0.14340344168260039
YJL033W	0.22077922077922077
YOR046C	0.17634854771784234
YKL045W	0.13636363636363635
YJR007W	0.05592105263157895
YLR133W	0.25257731958762886
YBR135W	0.05333333333333334
YDL047W	0.05466237942122187
YPL218W	0.05263157894736842
YOR098C	0.9386617100371747
YLR396C	0.14327062228654125
YJR004C	0.47846153846153844
YIL125W	0.07692307692307693
YGL055W	0.12549019607843137
YOL052C	0.07828282828282829
YJR094C	0.85
YLR131C	0.7415584415584415
YOR362C	0.14583333333333334
YGL011C	0.031746031746031744
YOR128C	0.02276707530647986
YJL157C	0.4542168674698795
YER168C	0.08424908424908426
YLR196W	0.1736111111111111
YPL271W	0.016129032258064516
YOR188W	0.6297273526824978
YBR237W	0.2626619552414605
YJR049C	0.2943396226415094
YJR050W	0.14042553191489363
YJR051W	0.021956087824351298
YER070W	0.12162162162162163
YBR049C	0.5098765432098765
YPL215W	0.1701492537313433
YKR001C	0.11505681818181818
YPL172C	0.2878787878787879
YDR402C	0.006134969325153374
YDR403W	0.06529850746268656
YJR021C	0.46178343949044587
YIR023W	0.4639175257731959
YIL066C	0.09781357882623705
YKR101W	0.1712538226299694
YNL314W	0.4823529411764706
YDR177W	0.05116279069767442
YDR337W	0.13986013986013987
YLL041C	0.09774436090225563
YPL094C	0.051094890510948905
YIR031C	0
YGL097W	0.07468879668049792
YNL262W	0.10891089108910891
YDL066W	0.037383177570093455
YHL020C	0.4752475247524752
YNL307C	0.056
YDL090C	0.09280742459396751
YOR336W	0.08058608058608059
YKR099W	0.6769420468557337
YOR290C	0.39224897240164414
YDR530C	0.04
YOL126C	0.03978779840848806
YER142C	0.10810810810810811
YJL180C	0.09538461538461539
YMR282C	0.2706896551724138
YGL206C	0.03145795523290986
YPR010C	0.02826267664172901
YOR210W	0
YHR123W	0.015345268542199489
YER012W	0.005050505050505051
YMR307W	0.17889087656529518
YGL173C	0.21531413612565445
YOL116W	0.4607329842931937
YGL071W	0.782608695652174
YER103W	0.06542056074766354
YOR332W	0.02575107296137339
YGR092W	0.22202797202797203
YAR018C	0.18620689655172415
YNL183C	0.5835443037974684
YDR189W	0.15765765765765766
YLR268W	0.08411214953271028
YOR307C	0.24944812362030905
YPL153C	0.2911084043848965
YLR043C	0
YBR097W	0.1657496561210454
YGL233W	0.46483516483516485
YOR207C	0.05308964316797215
YGR183C	0.10606060606060606
YAR007C	0.10628019323671498
YJL063C	0.01680672268907563
YKR085C	0.09230769230769231
YGL248W	0.013550135501355014
YGR171C	0.03130434782608696
YDR143C	0.7180327868852459
YKL210W	0.017578125
YPL008W	0.148664343786295
YOL016C	0.24608501118568232
YLR240W	0.14742857142857144
